GEOID,NAME,NAMELSAD,Area,STATEFP,2002,2022,NPP_Change,NPP_Change_Percent
01065,Hale,Hale County,1667907112,01,0.3671744449885214,0.7158991563028682,0.34872471131434674,94.97521302857788
01067,Henry,Henry County,1454926621,01,0.5037609651683473,0.7192268771722489,0.21546591200390153,42.77145846977185
01069,Houston,Houston County,1501854593,01,0.540538049571881,0.7054044080730947,0.16486635850121367,30.50041687755224
01071,Jackson,Jackson County,2791974056,01,0.5076759783028496,0.752795308913019,0.24511933061016944,48.282633231849644
01073,Jefferson,Jefferson County,2878465205,01,0.3549971743347748,0.6916811993933164,0.3366840250585416,94.84132533996926
01075,Lamar,Lamar County,1566544637,01,0.28177904320839053,0.5390796719146405,0.2573006287062499,91.31290452851827
01077,Lauderdale,Lauderdale County,1730146083,01,0.4975568763948498,0.6243184784891443,0.12676160209429455,25.476806393024187
01079,Lawrence,Lawrence County,1788864247,01,0.4605587925595751,0.6445958311695449,0.18403703860996978,39.959510399785465
01081,Lee,Lee County,1573548952,01,0.477472851704511,0.6843533801523419,0.20688052844783095,43.328228549392186
01083,Limestone,Limestone County,1450277885,01,0.4853771713438277,0.6343372298830865,0.1489600585392588,30.689547703045893
01085,Lowndes,Lowndes County,1854201378,01,0.4545536135689333,0.6918863243075873,0.23733271073865403,52.21225916019748
01087,Macon,Macon County,1576855717,01,0.4738618786501996,0.6725861538147883,0.19872427516458868,41.937172859453646
01089,Madison,Madison County,2076091216,01,0.4940339531374884,0.6804967873032259,0.18646283416573756,37.74291887866367
01091,Marengo,Marengo County,2530140238,01,0.3068357683391292,0.6962325148528297,0.3893967465137005,126.90722096105857
01093,Marion,Marion County,1922656563,01,0.37105679368492556,0.6036286692215191,0.2325718755365936,62.678242116778684
01095,Marshall,Marshall County,1465531860,01,0.48654092832914897,0.7029228618213533,0.21638193349220436,44.47353159687733
01097,Mobile,Mobile County,3184053031,01,0.7426657464716397,0.8580269585121402,0.11536121204050043,15.533396092195526
01099,Monroe,Monroe County,2656469661,01,0.3107871442351257,0.6474837374912947,0.336696593256169,108.33671839445249
01101,Montgomery,Montgomery County,2033918497,01,0.5151471654720782,0.6811844482784173,0.16603728280633911,32.231038805034174
01103,Morgan,Morgan County,1500612908,01,0.46428530580206323,0.6745658434960857,0.2102805376940225,45.291232581819095
01105,Perry,Perry County,1863900621,01,0.3468413281790246,0.7066117468698453,0.3597704186908207,103.72766722457096
01107,Pickens,Pickens County,2282893837,01,0.2549336397563739,0.5437973754820706,0.28886373572569674,113.30938357203387
01109,Pike,Pike County,1740647518,01,0.496407382700106,0.7037852093868205,0.20737782668671456,41.77573378516763
01111,Randolph,Randolph County,1503615935,01,0.4828594846748256,0.7447307668950165,0.2618712822201909,54.233434473497844
01113,Russell,Russell County,1660577613,01,0.4812608146731846,0.7052928603122932,0.2240320456391086,46.55106728172845
01115,St. Clair,St. Clair County,1635844944,01,0.4349744815953612,0.7381643229464422,0.303189841351081,69.70290308504259
01117,Shelby,Shelby County,2034112797,01,0.4095412117417232,0.7381041796460116,0.3285629679042884,80.2270830100235
01119,Sumter,Sumter County,2340898915,01,0.2759849914892873,0.6322947440684833,0.356309752579196,129.10475698568072
01121,Talladega,Talladega County,1908256939,01,0.4717069580420844,0.737917875129275,0.2662109170871906,56.435656194717396
01123,Tallapoosa,Tallapoosa County,1855782851,01,0.39780943227407584,0.6619756346908069,0.26416620241673106,66.4052133974366
01125,Tuscaloosa,Tuscaloosa County,3421009204,01,0.3168438633008682,0.666341284116993,0.3494974208161248,110.30588289609682
01127,Walker,Walker County,2048686080,01,0.342729223492434,0.6549689988450761,0.3122397753526421,91.10392518353049
01129,Washington,Washington County,2797720360,01,0.3653831983110318,0.6970567719530439,0.33167357364201216,90.77417220473166
01131,Wilcox,Wilcox County,2301075082,01,0.26004011247330305,0.6328809662116813,0.3728408537383783,143.37820815111974
01133,Winston,Winston County,1587608920,01,0.3338742946456125,0.6200804646884026,0.2862061700427901,85.7227329664839
02013,Aleutians East,Aleutians East Borough,18091255385,02,0.324329314495317,0.31881397127748684,-0.005515343217830149,-1.7005379937402438
02016,Aleutians West,Aleutians West Census Area,11375510886,02,0.2586358272705938,0.3004191807816824,0.04178335351108858,16.15528442135489
02020,Anchorage,Anchorage Municipality,4419562836,02,0.3028117405297531,0.3227615962841257,0.01994985575437258,6.588204182397737
02050,Bethel,Bethel Census Area,105228817205,02,0.28387333105635343,0.2725636909136304,-0.01130964014272301,-3.984044609135144
02060,Bristol Bay,Bristol Bay Borough,1248324005,02,0.32033489531228637,0.34307334571893466,0.022738450406648292,7.098337002742443
02068,Denali,Denali Borough,32729577065,02,0.28714395950988086,0.2885202884213503,0.0013763289114694377,0.47931668624290774
02070,Dillingham,Dillingham Census Area,47478023796,02,0.26772350008871715,0.27435656065312963,0.006633060564412485,2.477578756520981
02090,Fairbanks North Star,Fairbanks North Star Borough,18983364355,02,0.3882555800950677,0.38478373687364215,-0.0034718432214255746,-0.8942159235871031
02100,Haines,Haines Borough,6059513753,02,0.2039212405104047,0.21532255052438393,0.011401310013979232,5.591036022261497
02105,Hoonah-Angoon,Hoonah-Angoon Census Area,16981566503,02,0.3326878038250427,0.36208069213815386,0.029392888313111154,8.834976207474257
02110,Juneau,Juneau City and Borough,7002973758,02,0.20813330509835606,0.23325807585795028,0.02512477075959421,12.07148022164025
02122,Kenai Peninsula,Kenai Peninsula Borough,41500185165,02,0.31950797274323794,0.33257632611205284,0.0130683533688149,4.090149380815874
02130,Ketchikan Gateway,Ketchikan Gateway Borough,12579243763,02,0.3160106233554452,0.4357874098005404,0.1197767864450952,37.902772119901684
02150,Kodiak Island,Kodiak Island Borough,17133720200,02,0.40970716229601956,0.42723548509674947,0.017528322800729912,4.278256377677243
02158,Kusilvak,Kusilvak Census Area,44221226622,02,0.29763821402477025,0.2571181727070145,-0.04052004131775577,-13.613857162300935
02164,Lake and Peninsula,Lake and Peninsula Borough,61893966490,02,0.2961935673539021,0.29112410927185955,-0.005069458082042566,-1.7115355094749258
02170,Matanuska-Susitna,Matanuska-Susitna Borough,64008421559,02,0.2809318051236719,0.27376747892626235,-0.007164326197409532,-2.5502011757820195
02180,Nome,Nome Census Area,59497122355,02,0.24105873824266405,0.24525533083198606,0.004196592589322007,1.74090042116518
02185,North Slope,North Slope Borough,230054122583,02,0.13048190076399802,0.137527605029779,0.007045704265780994,5.399756000278173
02188,Northwest Arctic,Northwest Arctic Borough,92329079390,02,0.23390197834146703,0.2283334956623819,-0.005568482679085135,-2.3806907143623475
02195,Petersburg,Petersburg Borough,7512557785,02,0.3193801819812515,0.3897224708109412,0.07034228882968968,22.024625445864064
02198,Prince of Wales-Hyder,Prince of Wales-Hyder Census Area,13630515350,02,0.4801505057283191,0.5990802785635405,0.11892977283522144,24.769269513695942
02220,Sitka,Sitka City and Borough,7433305216,02,0.3557438939296481,0.4253732832280317,0.06962938929838358,19.572897943303417
02230,Skagway,Skagway Municipality,1123881121,02,0.15967804646277217,0.16617140238444586,0.006493355921673688,4.066530162108145
02240,Southeast Fairbanks,Southeast Fairbanks Census Area,64290686975,02,0.31775451114575026,0.31822570403708583,0.0004711928913355701,0.1482883404665306
02261,Valdez-Cordova,Valdez-Cordova Census Area,88634324631,02,0.2342678087224411,0.23890189324202896,0.0046340845195878555,1.9781140844145118
02275,Wrangell,Wrangell City and Borough,6619997013,02,0.3158753336916097,0.4062157437674585,0.09034041007584881,28.600020463784777
02282,Yakutat,Yakutat City and Borough,19744199346,02,0.28806944516587274,0.3227776768534041,0.03470823168753134,12.048564077160652
02290,Yukon-Koyukuk,Yukon-Koyukuk Census Area,377034650847,02,0.32922190493131953,0.3259637071570759,-0.003258197774243632,-0.9896661569111993
04001,Apache,Apache County,29001320728,04,0.181445015355666,0.23483689672701652,0.05339188137135051,29.425928988290188
04003,Cochise,Cochise County,15966170808,04,0.12922873130393622,0.22540115667146934,0.09617242536753312,74.42031226116647
04005,Coconino,Coconino County,48222143094,04,0.15831309562670628,0.2226533123362171,0.06434021670951082,40.64112097284836
04007,Gila,Gila County,12323152727,04,0.2423922422410966,0.37257162679995337,0.13017938455885678,53.706085374371526
04009,Graham,Graham County,11972737302,04,0.15365288537221622,0.24382948584663358,0.09017660047441736,58.688517469730016
04011,Greenlee,Greenlee County,4770701075,04,0.2763483273721426,0.3492004705379295,0.07285214316578692,26.362433186606943
04012,La Paz,La Paz County,11653985203,04,0.025154045919364834,0.037597785018033035,0.012443739098668201,49.47012953128305
04013,Maricopa,Maricopa County,23825949527,04,0.041757043180387685,0.08351862607755235,0.04176158289716467,100.01087173906775
04015,Mohave,Mohave County,34475503959,04,0.07946536323661686,0.12734052993520664,0.04787516669858978,60.24658385570605
04017,Navajo,Navajo County,25770094216,04,0.14189286691614908,0.2033843416601593,0.06149147474401023,43.33655107578334
04019,Pima,Pima County,23794796847,04,0.07137266696155671,0.1293672234459676,0.05799455648441089,81.25597508588037
04021,Pinal,Pinal County,13897458216,04,0.05826773600130617,0.13746356877427465,0.07919583277296849,135.91712705500208
04023,Santa Cruz,Santa Cruz County,3203613240,04,0.15976756054879682,0.2690841972511031,0.10931663670230629,68.4222981979614
04025,Yavapai,Yavapai County,21039796371,04,0.1480164425790362,0.21600974362685316,0.06799330104781695,45.936316170759625
04027,Yuma,Yuma County,14281127830,04,0.03576460284393417,0.038860020372896605,0.0030954175289624325,8.654975262747614
05001,Arkansas,Arkansas County,2560886962,05,0.29884116436342356,0.32633209084317905,0.027490926479755484,9.199176605510582
05003,Ashley,Ashley County,2396662506,05,0.2716446683985537,0.3620066310371315,0.09036196263857776,33.26476575862693
05005,Baxter,Baxter County,1435438304,05,0.611780690305726,0.6912441209324415,0.07946343062671546,12.98887524334988
05007,Benton,Benton County,2195165155,05,0.5298054800714683,0.5595411971159673,0.029735717044498955,5.6125725691791155
05009,Boone,Boone County,1528068629,05,0.642230492799781,0.6866399216052561,0.04440942880547516,6.914873912615678
05011,Bradley,Bradley County,1681514472,05,0.2562603255565887,0.3422004695433978,0.0859401439868091,33.53626582661598
05013,Calhoun,Calhoun County,1627975429,05,0.29012447724935125,0.33180243013905253,0.041677952889701275,14.365541744304675
05015,Carroll,Carroll County,1631600824,05,0.6141723989145481,0.6647092618876302,0.05053686297308213,8.228449058016608
05017,Chicot,Chicot County,1668823389,05,0.31964022383435114,0.369244272426216,0.04960404859186485,15.51871288188417
05019,Clark,Clark County,2243130281,05,0.3419192705960191,0.41555412090452887,0.07363485030850975,21.535741515870868
05021,Clay,Clay County,1656214473,05,0.4516236861455518,0.5141743505606668,0.06255066441511503,13.850173570160324
05023,Cleburne,Cleburne County,1434168144,05,0.6252509151293333,0.6552654706194986,0.030014555490165296,4.800401688969424
05025,Cleveland,Cleveland County,1548253400,05,0.2250836215514975,0.2750744540455821,0.04999083249408462,22.209893438491292
05027,Columbia,Columbia County,1983889572,05,0.32899899135425204,0.4227262992109482,0.09372730785669614,28.488630761720053
05029,Conway,Conway County,1430333634,05,0.5866721201443875,0.6156157133233783,0.028943593178990756,4.933521158610259
05031,Craighead,Craighead County,1831867052,05,0.38503038104333026,0.4500241983699658,0.06499381732663556,16.880178948611675
05033,Crawford,Crawford County,1531188213,05,0.525543217900462,0.4791261009187521,-0.046417116981709916,-8.832216913985812
05035,Crittenden,Crittenden County,1580755093,05,0.34894861716284176,0.38255372525050113,0.033605108087659374,9.630388668936057
05037,Cross,Cross County,1596421809,05,0.34028856786424183,0.3830615208072165,0.042772952942974674,12.569612082895171
05039,Dallas,Dallas County,1728522506,05,0.278334265094947,0.3208357252749062,0.042501460179959205,15.269934575055233
05041,Desha,Desha County,1989461629,05,0.27633326529031643,0.3284187383541581,0.05208547306384165,18.84878862091414
05043,Drew,Drew County,2145434144,05,0.2621065432275161,0.3361772230161505,0.07407067978863441,28.259759896317778
05045,Faulkner,Faulkner County,1678154687,05,0.5942597669763564,0.5817743133062003,-0.012485453670156077,-2.101009417764072
05047,Franklin,Franklin County,1576914320,05,0.5456650171854809,0.5074583767185479,-0.038206640466933006,-7.001848984932438
05049,Fulton,Fulton County,1601111507,05,0.5977606311769664,0.6720954443443068,0.07433481316734036,12.435548493880926
05051,Garland,Garland County,1755290360,05,0.4268240952616079,0.4999136727438228,0.0730895774822149,17.124051405161893
05053,Grant,Grant County,1636384325,05,0.2937710884912757,0.3445571830816981,0.05078609459042238,17.28764217447171
05055,Greene,Greene County,1496205817,05,0.42643930926218643,0.4860970596262556,0.05965775036406917,13.989739939145707
05057,Hempstead,Hempstead County,1884268205,05,0.45282445949764333,0.5790963705752716,0.1262719110776283,27.88539983412391
05059,Hot Spring,Hot Spring County,1593380758,05,0.4017528414090976,0.4829602814438309,0.08120744003473329,20.213283308690087
05061,Howard,Howard County,1524380365,05,0.45622705127376995,0.5765694027867382,0.12034235151296824,26.377732573501856
05063,Independence,Independence County,1978631568,05,0.5918758149998362,0.621690395089664,0.029814580089827736,5.0373033217848215
05065,Izard,Izard County,1503683622,05,0.6591512580537722,0.7139996898287614,0.054848431774989215,8.321069118025532
05067,Jackson,Jackson County,1641853231,05,0.4300734167025576,0.43814473036194374,0.008071313659386126,1.8767292620107032
05069,Jefferson,Jefferson County,2253242466,05,0.32159201963312634,0.36806173878334114,0.046469719150214805,14.449898104818546
05071,Johnson,Johnson County,1709103303,05,0.5761562334366752,0.5655914920703512,-0.010564741366324015,-1.8336591280644674
05073,Lafayette,Lafayette County,1368278177,05,0.40950616334649725,0.548045866210701,0.1385397028642037,33.830920084829216
05075,Lawrence,Lawrence County,1521880769,05,0.45874753613763436,0.4922039196495944,0.033456383511960064,7.292983804042145
05077,Lee,Lee County,1560781754,05,0.34600821345354243,0.3801438013693117,0.03413558791576926,9.865542663007492
05079,Lincoln,Lincoln County,1454438338,05,0.2885529564484547,0.33616641724197693,0.047613460793522244,16.50077038875449
05081,Little River,Little River County,1378511384,05,0.44717445250945903,0.5822232867895369,0.1350488342800779,30.200480712216276
05083,Logan,Logan County,1834027338,05,0.4876996359894747,0.48792031042566414,0.0002206744361894497,0.04524802150851148
05085,Lonoke,Lonoke County,1996628038,05,0.4153348024874148,0.4341153743785373,0.018780571891122533,4.521791041503585
05087,Madison,Madison County,2160707852,05,0.6476726218384986,0.6416944029849058,-0.005978218853592843,-0.923030965339083
05089,Marion,Marion County,1546109517,05,0.6220257318288724,0.7032395543041082,0.08121382247523579,13.056344507879425
05091,Miller,Miller County,1620628512,05,0.49470105867943875,0.6272257568701362,0.1325246981906974,26.788844670043865
05093,Mississippi,Mississippi County,2332480077,05,0.3370904853595419,0.4054158318647924,0.06832534650525052,20.26914121660078
05095,Monroe,Monroe County,1572480981,05,0.3249081454657145,0.3514786336788767,0.026570488213162213,8.177846134044069
05097,Montgomery,Montgomery County,2019823598,05,0.43522292411608776,0.4812474596137002,0.04602453549761243,10.574933659821701
05099,Nevada,Nevada County,1600192986,05,0.353242628175237,0.43927619701657056,0.08603356884133356,24.355375591491164
05101,Newton,Newton County,2126144031,05,0.6858918665027421,0.7164788055324448,0.030586939029702664,4.45944040503947
05103,Ouachita,Ouachita County,1897898730,05,0.2929834445356085,0.3426184595442237,0.049635015008615224,16.94123539549782
05105,Perry,Perry County,1428543055,05,0.44512911213326933,0.490326702240495,0.04519759010722568,10.153815797537359
05107,Phillips,Phillips County,1801669159,05,0.3033980298393065,0.3520655278825878,0.0486674980432813,16.040808857281583
05109,Pike,Pike County,1555614399,05,0.430921894973846,0.5522303241071568,0.1213084291333108,28.15090867932654
05111,Poinsett,Poinsett County,1964149128,05,0.3331885197721141,0.38495973620858615,0.051771216436472034,15.538115320384149
05113,Polk,Polk County,2221382790,05,0.5105501356081612,0.5544455994620855,0.04389546385392429,8.597679403539193
05115,Pope,Pope County,2104417474,05,0.5850997487172536,0.5914971088440922,0.006397360126838669,1.0933794008395927
05117,Prairie,Prairie County,1678019578,05,0.38366525330644746,0.40316454556553477,0.01949929225908731,5.082371179313575
05119,Pulaski,Pulaski County,1965579500,05,0.4765088295317006,0.5097185608753081,0.033209731343607496,6.96938425595284
05121,Randolph,Randolph County,1689251367,05,0.543786276667766,0.6124023704295176,0.0686160937617516,12.618209893456648
05123,St. Francis,St. Francis County,1644132566,05,0.3608958801600466,0.3876567339300466,0.026760853770000037,7.415117556380083
05125,Saline,Saline County,1873977181,05,0.40294508211879404,0.4609175525454124,0.05797247042661835,14.387188974185625
05127,Scott,Scott County,2311063521,05,0.4041990483143318,0.40018750968757855,-0.004011538626753242,-0.9924661236791446
05129,Searcy,Searcy County,1725176966,05,0.64175383971086,0.6960833415072267,0.05432950179636675,8.465785233298288
05131,Sebastian,Sebastian County,1377601669,05,0.5068205653202674,0.46895695714518937,-0.037863608175078056,-7.470811321784364
05133,Sevier,Sevier County,1463680826,05,0.4486478327141857,0.5697506498370477,0.12110281712286203,26.992845678140487
05135,Sharp,Sharp County,1565460775,05,0.605618005593965,0.6870795722909572,0.08146156669699223,13.450981632736978
05137,Stone,Stone County,1570579417,05,0.6474735677341578,0.7156354381617189,0.06816187042756117,10.527359543972509
05139,Union,Union County,2691555887,05,0.2953013763113755,0.34212230850821673,0.04682093219684125,15.855304428880046
05141,Van Buren,Van Buren County,1838200430,05,0.5987731323832507,0.649751231468397,0.05097809908514628,8.513758605407372
05143,Washington,Washington County,2439803798,05,0.5809501338722132,0.5646674227601339,-0.01628271111207924,-2.8027725897143547
05145,White,White County,2680852090,05,0.5641408126171993,0.5642676226264376,0.00012681000923830954,0.022478432051388764
05147,Woodruff,Woodruff County,1519723271,05,0.38899376145462555,0.41736154002634157,0.028367778571716018,7.292605019071752
05149,Yell,Yell County,2409045644,05,0.4509080510687276,0.46809308949167133,0.01718503842294372,3.811206826361228
06001,Alameda,Alameda County,1909598013,06,0.7852726722881537,0.7580412295455508,-0.027231442742602918,-3.4677690569894697
06003,Alpine,Alpine County,1912292630,06,0.3672048296257671,0.36182837575116306,-0.005376453874604059,-1.4641566343458539
06005,Amador,Amador County,1539933577,06,0.5952832125190713,0.580601119403224,-0.014682093115847339,-2.466404697306488
06007,Butte,Butte County,4238438186,06,0.40281317415929574,0.3684781872818293,-0.034334986877466445,-8.523799388916807
06009,Calaveras,Calaveras County,2641829200,06,0.6059956607477404,0.5764351195187329,-0.02956054122900742,-4.878012029414956
06011,Colusa,Colusa County,2980332864,06,0.34694569893914673,0.3515857468421876,0.004640047903040845,1.3373988832340866
06013,Contra Costa,Contra Costa County,1857233047,06,0.806456816990129,0.7793266990938433,-0.02713011789628572,-3.3641129102908667
06015,Del Norte,Del Norte County,2606117983,06,0.8890185658197421,0.9092294039276912,0.020210838107949103,2.273387630472395
06017,El Dorado,El Dorado County,4423290468,06,0.5376981841079137,0.49735677072194323,-0.04034141338597047,-7.502612911535168
06019,Fresno,Fresno County,15431404077,06,0.3732640435019921,0.3484015862076543,-0.02486245729433778,-6.66082300911609
06021,Glenn,Glenn County,3403160290,06,0.34404577329513164,0.3341199796761938,-0.009925793618937861,-2.8850212353642988
06023,Humboldt,Humboldt County,9241527430,06,0.9718979335256394,1.0294457525320428,0.05754781900640349,5.921179274210829
06025,Imperial,Imperial County,10817292933,06,0.08555392174937697,0.08926996967552908,0.0037160479261521134,4.343515586623795
06027,Inyo,Inyo County,26368508430,06,0.07964606367265516,0.09452208247628134,0.014876018803626184,18.677657272262106
06029,Kern,Kern County,21062456129,06,0.2627171518752101,0.2547345427774966,-0.007982609097713533,-3.0384803735635995
06031,Kings,Kings County,3600883824,06,0.2689735047600364,0.24125932554832066,-0.027714179211715734,-10.303683716521011
06033,Lake,Lake County,3254364315,06,0.5635187311826011,0.5422870911040076,-0.02123164007859346,-3.767690212184556
06035,Lassen,Lassen County,11761615592,06,0.28850636987035944,0.27819509057344266,-0.010311279296916775,-3.574021364433013
06037,Los Angeles,Los Angeles County,10510671776,06,0.356859597621192,0.36567749459331267,0.008817896972120653,2.470970945128086
06039,Madera,Madera County,5534617472,06,0.4913766609208623,0.432019895452925,-0.05935676546793728,-12.079687577488924
06041,Marin,Marin County,1347976788,06,1.3912150943734864,1.3980830543836726,0.0068679600101861915,0.49366629487865626
06043,Mariposa,Mariposa County,3752472149,06,0.5314497907081365,0.4891259424253378,-0.04232384828279867,-7.963847012980054
06045,Mendocino,Mendocino County,9081426659,06,0.9652836771255368,0.9747197350245056,0.009436057898968842,0.9775424699056283
06047,Merced,Merced County,5013300944,06,0.46679735340372214,0.3940900247796917,-0.07270732862403045,-15.575779959735028
06049,Modoc,Modoc County,10140960152,06,0.29788593712773387,0.293457199128178,-0.004428737999555843,-1.4867227510833432
06051,Mono,Mono County,7896838487,06,0.20591003132542593,0.23189994871885442,0.025989917393428486,12.621977290826253
06053,Monterey,Monterey County,8499616962,06,0.7911791647006543,0.7335307797733335,-0.05764838492732083,-7.286388153198185
06055,Napa,Napa County,1938114186,06,0.7750187316641665,0.6802180933377583,-0.09480063832640817,-12.23204478204631
06057,Nevada,Nevada County,2480587324,06,0.5062889004939435,0.47598071249046087,-0.030308188003482617,-5.986342575141084
06059,Orange,Orange County,2053294769,06,0.5596100917104052,0.6248016037520375,0.06519151204163232,11.649452539781667
06061,Placer,Placer County,3644325262,06,0.49187654340741666,0.4623696888080947,-0.029506854599321952,-5.9988334460750465
06063,Plumas,Plumas County,6612400908,06,0.4585300787870919,0.3529403300797853,-0.10558974870730659,-23.027878342597194
06065,Riverside,Riverside County,18664901451,06,0.14825232433656954,0.17915821863449036,0.030905894297920816,20.846819391348475
06067,Sacramento,Sacramento County,2500490904,06,0.5592121903850111,0.5372479127239207,-0.021964277661090437,-3.927717964439989
06069,San Benito,San Benito County,3596590995,06,0.4835067515973283,0.42010071740327287,-0.06340603419405544,-13.113784654420076
06071,San Bernardino,San Bernardino County,51954895600,06,0.07222040562614693,0.08386800346118145,0.011647597835034523,16.12784881786594
06073,San Diego,San Diego County,10900649391,06,0.3437275760294091,0.40689721622701336,0.06316964019760424,18.377821450147337
06075,San Francisco,San Francisco County,121375681,06,0.7808005160221697,0.7824513282792891,0.0016508122571193828,0.2114256104144929
06077,San Joaquin,San Joaquin County,3606263159,06,0.5914033464863853,0.5608152797507376,-0.030588066735647623,-5.172115937012506
06079,San Luis Obispo,San Luis Obispo County,8548611925,06,0.6150573894310729,0.575887372622752,-0.039170016808320884,-6.368514138908743
06081,San Mateo,San Mateo County,1161960635,06,1.5032579894545177,1.555908334853913,0.05265034539939539,3.5024158041229136
06083,Santa Barbara,Santa Barbara County,7083976828,06,0.7596695071625161,0.740189884028695,-0.019479623133821122,-2.5642233826892102
06085,Santa Clara,Santa Clara County,3343896477,06,0.9399149503132617,0.8658278228144701,-0.07408712749879154,-7.882322488231434
06087,Santa Cruz,Santa Cruz County,1152866293,06,1.3747277790817403,1.358154585887847,-0.016573193193893276,-1.2055618171157831
06089,Shasta,Shasta County,9778230074,06,0.4003489688250237,0.38871405121986163,-0.011634917605162054,-2.906193973549912
06091,Sierra,Sierra County,2468694587,06,0.4246212512901119,0.4038154513806172,-0.020805799909494715,-4.899848946862924
06093,Siskiyou,Siskiyou County,16261933260,06,0.500515337638125,0.4523304478236144,-0.04818488981451052,-9.627055594717545
06095,Solano,Solano County,2128327622,06,0.6472295963837156,0.607073444275985,-0.0401561521077306,-6.204313327464662
06097,Sonoma,Sonoma County,4081491107,06,1.0864726484455955,1.0820865445837489,-0.00438610386184668,-0.4037012683312213
06099,Stanislaus,Stanislaus County,3874662824,06,0.5368488728502314,0.4784717748320943,-0.05837709801813712,-10.874028235954404
06101,Sutter,Sutter County,1560546527,06,0.37896704847251006,0.34864035691756373,-0.030326691554946328,-8.00246134253179
06103,Tehama,Tehama County,7638228750,06,0.3958234972594657,0.36527716065736343,-0.030546336602102264,-7.717161010802469
06105,Trinity,Trinity County,8234265085,06,0.5134436628818937,0.4981977905867516,-0.015245872295142071,-2.969336929697201
06107,Tulare,Tulare County,12495083015,06,0.43350531987922336,0.3996166979989453,-0.03388862188027808,-7.817348559809973
06109,Tuolumne,Tuolumne County,5752079372,06,0.4728594000755203,0.46832028979495083,-0.004539110280569469,-0.9599281054462551
